,Percentile_1,Percentile_5,Percentile_10,Percentile_20,Percentile_30,Percentile_40,Percentile_50,Percentile_60,Percentile_70,Percentile_80,Percentile_90,Percentile_95,Percentile_99
Class_9,"Cov: 0.00 ± 0.00%
Acc: 0.00 ± 0.00%
Miss: 0.00 ± 0.00%","Cov: 0.00 ± 0.00%
Acc: 0.00 ± 0.00%
Miss: 0.00 ± 0.00%","Cov: 10.74 ± 0.59%
Acc: 93.14 ± 1.34%
Miss: 0.00 ± 0.00%","Cov: 20.19 ± 0.74%
Acc: 91.65 ± 1.14%
Miss: 0.11 ± 0.05%","Cov: 30.40 ± 0.86%
Acc: 91.04 ± 0.90%
Miss: 0.97 ± 0.16%","Cov: 40.38 ± 0.89%
Acc: 86.86 ± 0.82%
Miss: 1.51 ± 0.19%","Cov: 49.79 ± 0.90%
Acc: 83.33 ± 0.86%
Miss: 2.18 ± 0.27%","Cov: 59.83 ± 0.82%
Acc: 80.16 ± 0.82%
Miss: 2.38 ± 0.26%","Cov: 70.06 ± 0.68%
Acc: 78.12 ± 0.70%
Miss: 2.01 ± 0.21%","Cov: 80.19 ± 0.54%
Acc: 75.99 ± 0.81%
Miss: 1.52 ± 0.18%","Cov: 90.78 ± 0.44%
Acc: 74.17 ± 0.69%
Miss: 0.92 ± 0.16%","Cov: 95.88 ± 0.32%
Acc: 73.56 ± 0.63%
Miss: 0.21 ± 0.07%","Cov: 99.36 ± 0.16%
Acc: 73.35 ± 0.60%
Miss: 0.03 ± 0.03%"
Class_10,"Cov: 0.00 ± 0.00%
Acc: 0.00 ± 0.00%
Miss: 0.00 ± 0.00%","Cov: 0.00 ± 0.00%
Acc: 0.00 ± 0.00%
Miss: 0.00 ± 0.00%","Cov: 13.00 ± 0.36%
Acc: 89.75 ± 1.07%
Miss: 0.00 ± 0.00%","Cov: 21.66 ± 0.41%
Acc: 91.45 ± 0.72%
Miss: 0.07 ± 0.03%","Cov: 31.63 ± 0.46%
Acc: 91.21 ± 0.69%
Miss: 0.08 ± 0.03%","Cov: 41.75 ± 0.51%
Acc: 91.29 ± 0.48%
Miss: 0.25 ± 0.05%","Cov: 51.92 ± 0.54%
Acc: 90.73 ± 0.45%
Miss: 0.38 ± 0.07%","Cov: 61.84 ± 0.49%
Acc: 90.06 ± 0.39%
Miss: 0.48 ± 0.07%","Cov: 71.98 ± 0.48%
Acc: 88.25 ± 0.36%
Miss: 0.38 ± 0.06%","Cov: 81.56 ± 0.44%
Acc: 87.12 ± 0.34%
Miss: 0.33 ± 0.07%","Cov: 91.48 ± 0.27%
Acc: 86.25 ± 0.36%
Miss: 0.13 ± 0.04%","Cov: 95.78 ± 0.22%
Acc: 85.88 ± 0.35%
Miss: 0.05 ± 0.02%","Cov: 99.17 ± 0.09%
Acc: 85.85 ± 0.35%
Miss: 0.00 ± 0.00%"
Class_11,"Cov: 0.00 ± 0.00%
Acc: 0.00 ± 0.00%
Miss: 0.00 ± 0.00%","Cov: 0.00 ± 0.00%
Acc: 0.00 ± 0.00%
Miss: 0.00 ± 0.00%","Cov: 18.34 ± 0.52%
Acc: 80.99 ± 1.19%
Miss: 0.00 ± 0.00%","Cov: 24.89 ± 0.56%
Acc: 80.75 ± 0.95%
Miss: 0.00 ± 0.00%","Cov: 33.69 ± 0.61%
Acc: 81.80 ± 0.83%
Miss: 0.00 ± 0.00%","Cov: 44.96 ± 0.72%
Acc: 82.15 ± 0.71%
Miss: 0.02 ± 0.02%","Cov: 55.80 ± 0.60%
Acc: 81.71 ± 0.57%
Miss: 0.07 ± 0.04%","Cov: 66.07 ± 0.59%
Acc: 80.24 ± 0.55%
Miss: 0.27 ± 0.06%","Cov: 75.43 ± 0.59%
Acc: 79.70 ± 0.46%
Miss: 0.34 ± 0.07%","Cov: 84.40 ± 0.48%
Acc: 78.89 ± 0.55%
Miss: 0.19 ± 0.06%","Cov: 92.63 ± 0.27%
Acc: 78.53 ± 0.56%
Miss: 0.07 ± 0.03%","Cov: 96.44 ± 0.23%
Acc: 78.54 ± 0.49%
Miss: 0.03 ± 0.02%","Cov: 99.32 ± 0.11%
Acc: 78.33 ± 0.50%
Miss: 0.03 ± 0.02%"
Class_12,"Cov: 0.00 ± 0.00%
Acc: 0.00 ± 0.00%
Miss: 0.00 ± 0.00%","Cov: 0.00 ± 0.00%
Acc: 0.00 ± 0.00%
Miss: 0.00 ± 0.00%","Cov: 14.78 ± 0.85%
Acc: 62.85 ± 2.44%
Miss: 0.00 ± 0.00%","Cov: 22.96 ± 0.95%
Acc: 68.52 ± 2.11%
Miss: 0.07 ± 0.06%","Cov: 33.56 ± 0.93%
Acc: 75.48 ± 1.46%
Miss: 0.30 ± 0.11%","Cov: 43.58 ± 0.87%
Acc: 76.21 ± 1.48%
Miss: 0.45 ± 0.14%","Cov: 53.63 ± 0.99%
Acc: 76.57 ± 1.16%
Miss: 0.53 ± 0.16%","Cov: 62.86 ± 0.83%
Acc: 76.91 ± 1.21%
Miss: 0.55 ± 0.18%","Cov: 74.13 ± 0.76%
Acc: 77.18 ± 0.97%
Miss: 0.32 ± 0.16%","Cov: 83.30 ± 0.69%
Acc: 77.22 ± 0.92%
Miss: 0.12 ± 0.09%","Cov: 92.37 ± 0.47%
Acc: 76.20 ± 0.79%
Miss: 0.18 ± 0.08%","Cov: 95.92 ± 0.40%
Acc: 75.64 ± 0.77%
Miss: 0.15 ± 0.08%","Cov: 98.83 ± 0.21%
Acc: 75.94 ± 0.73%
Miss: 0.06 ± 0.05%"
Class_13,"Cov: 0.00 ± 0.00%
Acc: 0.00 ± 0.00%
Miss: 0.00 ± 0.00%","Cov: 0.00 ± 0.00%
Acc: 0.00 ± 0.00%
Miss: 0.00 ± 0.00%","Cov: 14.74 ± 0.48%
Acc: 78.02 ± 1.84%
Miss: 0.00 ± 0.00%","Cov: 23.04 ± 0.54%
Acc: 77.74 ± 1.27%
Miss: 0.11 ± 0.05%","Cov: 33.09 ± 0.66%
Acc: 80.90 ± 0.85%
Miss: 0.15 ± 0.06%","Cov: 42.85 ± 0.72%
Acc: 81.74 ± 0.82%
Miss: 0.26 ± 0.09%","Cov: 53.50 ± 0.82%
Acc: 81.75 ± 0.90%
Miss: 0.39 ± 0.10%","Cov: 63.91 ± 0.78%
Acc: 81.39 ± 0.75%
Miss: 0.46 ± 0.08%","Cov: 74.49 ± 0.71%
Acc: 80.20 ± 0.71%
Miss: 0.44 ± 0.09%","Cov: 84.88 ± 0.52%
Acc: 79.11 ± 0.72%
Miss: 0.38 ± 0.11%","Cov: 93.91 ± 0.33%
Acc: 77.64 ± 0.71%
Miss: 0.12 ± 0.05%","Cov: 97.24 ± 0.22%
Acc: 76.92 ± 0.72%
Miss: 0.07 ± 0.04%","Cov: 99.42 ± 0.13%
Acc: 76.52 ± 0.66%
Miss: 0.01 ± 0.02%"
Class_14,"Cov: 0.00 ± 0.00%
Acc: 0.00 ± 0.00%
Miss: 0.00 ± 0.00%","Cov: 0.00 ± 0.00%
Acc: 0.00 ± 0.00%
Miss: 0.00 ± 0.00%","Cov: 15.50 ± 0.66%
Acc: 72.61 ± 1.77%
Miss: 0.00 ± 0.00%","Cov: 22.30 ± 0.62%
Acc: 76.00 ± 1.44%
Miss: 0.43 ± 0.10%","Cov: 31.00 ± 0.80%
Acc: 78.08 ± 1.21%
Miss: 0.50 ± 0.13%","Cov: 40.78 ± 0.94%
Acc: 79.92 ± 1.13%
Miss: 0.40 ± 0.10%","Cov: 50.78 ± 0.93%
Acc: 80.01 ± 0.95%
Miss: 0.90 ± 0.16%","Cov: 60.79 ± 0.98%
Acc: 79.28 ± 0.82%
Miss: 1.51 ± 0.20%","Cov: 69.67 ± 0.89%
Acc: 79.09 ± 0.80%
Miss: 1.63 ± 0.21%","Cov: 79.78 ± 0.82%
Acc: 76.77 ± 0.75%
Miss: 1.21 ± 0.13%","Cov: 90.51 ± 0.57%
Acc: 75.46 ± 0.74%
Miss: 0.95 ± 0.17%","Cov: 95.51 ± 0.40%
Acc: 74.20 ± 0.78%
Miss: 0.36 ± 0.10%","Cov: 99.17 ± 0.15%
Acc: 73.35 ± 0.79%
Miss: 0.09 ± 0.05%"
Class_15,"Cov: 0.00 ± 0.00%
Acc: 0.00 ± 0.00%
Miss: 0.00 ± 0.00%","Cov: 0.00 ± 0.00%
Acc: 0.00 ± 0.00%
Miss: 0.00 ± 0.00%","Cov: 9.67 ± 0.51%
Acc: 78.27 ± 2.11%
Miss: 0.64 ± 0.10%","Cov: 20.10 ± 0.75%
Acc: 86.08 ± 1.30%
Miss: 0.31 ± 0.09%","Cov: 30.56 ± 0.80%
Acc: 88.69 ± 0.94%
Miss: 0.56 ± 0.09%","Cov: 41.16 ± 0.79%
Acc: 87.61 ± 0.81%
Miss: 0.68 ± 0.14%","Cov: 51.19 ± 0.80%
Acc: 86.74 ± 0.73%
Miss: 0.84 ± 0.14%","Cov: 60.48 ± 0.87%
Acc: 85.23 ± 0.69%
Miss: 1.05 ± 0.15%","Cov: 71.30 ± 0.84%
Acc: 83.47 ± 0.69%
Miss: 1.14 ± 0.18%","Cov: 81.14 ± 0.71%
Acc: 82.12 ± 0.56%
Miss: 0.64 ± 0.13%","Cov: 91.26 ± 0.50%
Acc: 81.60 ± 0.56%
Miss: 0.27 ± 0.08%","Cov: 96.21 ± 0.32%
Acc: 81.15 ± 0.52%
Miss: 0.05 ± 0.04%","Cov: 99.68 ± 0.10%
Acc: 81.38 ± 0.54%
Miss: 0.00 ± 0.00%"
Class_16,"Cov: 0.00 ± 0.00%
Acc: 0.00 ± 0.00%
Miss: 0.00 ± 0.00%","Cov: 0.00 ± 0.00%
Acc: 0.00 ± 0.00%
Miss: 0.00 ± 0.00%","Cov: 29.96 ± 0.63%
Acc: 90.89 ± 0.88%
Miss: 0.00 ± 0.00%","Cov: 31.10 ± 0.59%
Acc: 87.63 ± 1.06%
Miss: 0.00 ± 0.00%","Cov: 33.45 ± 0.69%
Acc: 85.68 ± 1.01%
Miss: 0.25 ± 0.18%","Cov: 47.61 ± 0.66%
Acc: 86.37 ± 0.93%
Miss: 0.16 ± 0.06%","Cov: 55.06 ± 0.76%
Acc: 86.29 ± 0.71%
Miss: 0.02 ± 0.02%","Cov: 65.44 ± 0.73%
Acc: 85.82 ± 0.61%
Miss: 0.04 ± 0.03%","Cov: 76.36 ± 0.62%
Acc: 85.46 ± 0.58%
Miss: 0.12 ± 0.05%","Cov: 85.07 ± 0.53%
Acc: 84.68 ± 0.57%
Miss: 0.11 ± 0.05%","Cov: 92.31 ± 0.35%
Acc: 83.89 ± 0.43%
Miss: 0.08 ± 0.04%","Cov: 96.56 ± 0.28%
Acc: 83.19 ± 0.48%
Miss: 0.04 ± 0.03%","Cov: 99.35 ± 0.14%
Acc: 82.82 ± 0.54%
Miss: 0.01 ± 0.01%"
Class_17,"Cov: 0.00 ± 0.00%
Acc: 0.00 ± 0.00%
Miss: 0.00 ± 0.00%","Cov: 0.00 ± 0.00%
Acc: 0.00 ± 0.00%
Miss: 0.00 ± 0.00%","Cov: 18.95 ± 0.65%
Acc: 73.03 ± 1.74%
Miss: 0.00 ± 0.00%","Cov: 24.52 ± 0.75%
Acc: 69.95 ± 1.63%
Miss: 0.00 ± 0.00%","Cov: 33.84 ± 0.73%
Acc: 78.82 ± 1.38%
Miss: 0.00 ± 0.00%","Cov: 44.34 ± 0.66%
Acc: 83.36 ± 0.91%
Miss: 0.04 ± 0.03%","Cov: 54.96 ± 0.75%
Acc: 83.81 ± 0.78%
Miss: 0.06 ± 0.04%","Cov: 65.65 ± 0.67%
Acc: 82.98 ± 0.82%
Miss: 0.03 ± 0.03%","Cov: 76.42 ± 0.74%
Acc: 82.24 ± 0.68%
Miss: 0.09 ± 0.05%","Cov: 84.97 ± 0.62%
Acc: 81.89 ± 0.74%
Miss: 0.05 ± 0.04%","Cov: 92.91 ± 0.47%
Acc: 81.54 ± 0.67%
Miss: 0.00 ± 0.00%","Cov: 96.57 ± 0.32%
Acc: 81.84 ± 0.71%
Miss: 0.00 ± 0.00%","Cov: 99.55 ± 0.11%
Acc: 81.84 ± 0.62%
Miss: 0.00 ± 0.00%"
Class_18,"Cov: 0.00 ± 0.00%
Acc: 0.00 ± 0.00%
Miss: 0.00 ± 0.00%","Cov: 0.00 ± 0.00%
Acc: 0.00 ± 0.00%
Miss: 0.00 ± 0.00%","Cov: 21.53 ± 1.04%
Acc: 57.86 ± 2.65%
Miss: 0.00 ± 0.00%","Cov: 28.81 ± 1.01%
Acc: 59.81 ± 1.89%
Miss: 0.22 ± 0.12%","Cov: 37.51 ± 1.03%
Acc: 64.17 ± 1.74%
Miss: 0.14 ± 0.10%","Cov: 49.70 ± 1.00%
Acc: 67.66 ± 1.36%
Miss: 0.11 ± 0.07%","Cov: 59.91 ± 1.06%
Acc: 68.06 ± 1.11%
Miss: 0.04 ± 0.05%","Cov: 68.59 ± 0.98%
Acc: 69.30 ± 0.98%
Miss: 0.07 ± 0.06%","Cov: 78.22 ± 1.01%
Acc: 68.25 ± 1.10%
Miss: 0.20 ± 0.11%","Cov: 84.77 ± 0.85%
Acc: 68.01 ± 1.10%
Miss: 0.19 ± 0.10%","Cov: 93.04 ± 0.63%
Acc: 67.68 ± 1.04%
Miss: 0.28 ± 0.12%","Cov: 96.99 ± 0.41%
Acc: 66.71 ± 1.04%
Miss: 0.18 ± 0.09%","Cov: 99.62 ± 0.14%
Acc: 66.45 ± 0.92%
Miss: 0.01 ± 0.03%"
