,Percentile_1,Percentile_5,Percentile_10,Percentile_20,Percentile_30,Percentile_40,Percentile_50,Percentile_60,Percentile_70,Percentile_80,Percentile_90,Percentile_95,Percentile_99
Class_9,"Cov: 1.98 ± 0.15%
Acc: 81.60 ± 3.98%","Cov: 5.29 ± 0.25%
Acc: 85.37 ± 2.29%","Cov: 14.21 ± 0.38%
Acc: 91.15 ± 0.94%","Cov: 23.14 ± 0.53%
Acc: 90.58 ± 0.65%","Cov: 38.60 ± 0.64%
Acc: 91.50 ± 0.49%","Cov: 52.77 ± 0.62%
Acc: 89.61 ± 0.41%","Cov: 65.63 ± 0.52%
Acc: 87.60 ± 0.41%","Cov: 74.03 ± 0.43%
Acc: 81.35 ± 0.49%","Cov: 83.83 ± 0.29%
Acc: 74.46 ± 0.49%","Cov: 92.98 ± 0.15%
Acc: 66.50 ± 0.61%","Cov: 97.98 ± 0.09%
Acc: 60.23 ± 0.65%","Cov: 99.77 ± 0.03%
Acc: 58.88 ± 0.65%","Cov: 99.97 ± 0.01%
Acc: 58.63 ± 0.64%"
Class_10,"Cov: 1.53 ± 0.13%
Acc: 68.17 ± 3.62%","Cov: 3.25 ± 0.22%
Acc: 75.93 ± 2.06%","Cov: 4.63 ± 0.26%
Acc: 68.56 ± 2.59%","Cov: 10.92 ± 0.36%
Acc: 76.74 ± 1.29%","Cov: 21.60 ± 0.55%
Acc: 75.80 ± 1.19%","Cov: 37.46 ± 0.60%
Acc: 73.50 ± 1.01%","Cov: 48.64 ± 0.64%
Acc: 66.64 ± 0.96%","Cov: 67.98 ± 0.49%
Acc: 71.63 ± 0.75%","Cov: 81.97 ± 0.38%
Acc: 71.66 ± 0.67%","Cov: 93.46 ± 0.22%
Acc: 70.37 ± 0.64%","Cov: 99.17 ± 0.06%
Acc: 70.91 ± 0.62%","Cov: 99.98 ± 0.01%
Acc: 70.83 ± 0.61%","Cov: 100.00 ± 0.00%
Acc: 70.71 ± 0.60%"
Class_11,"Cov: 8.07 ± 0.33%
Acc: 90.23 ± 0.65%","Cov: 9.49 ± 0.34%
Acc: 83.35 ± 0.83%","Cov: 14.63 ± 0.30%
Acc: 78.47 ± 1.09%","Cov: 26.57 ± 0.41%
Acc: 80.41 ± 0.79%","Cov: 38.07 ± 0.58%
Acc: 79.94 ± 0.66%","Cov: 52.40 ± 0.64%
Acc: 77.05 ± 0.59%","Cov: 68.97 ± 0.44%
Acc: 77.81 ± 0.50%","Cov: 76.98 ± 0.37%
Acc: 73.27 ± 0.52%","Cov: 84.88 ± 0.26%
Acc: 69.27 ± 0.57%","Cov: 94.01 ± 0.14%
Acc: 65.31 ± 0.58%","Cov: 98.65 ± 0.07%
Acc: 62.85 ± 0.57%","Cov: 99.92 ± 0.01%
Acc: 62.70 ± 0.56%","Cov: 100.00 ± 0.00%
Acc: 62.57 ± 0.57%"
Class_12,"Cov: 2.96 ± 0.21%
Acc: 62.49 ± 5.71%","Cov: 7.36 ± 0.35%
Acc: 73.61 ± 3.51%","Cov: 15.82 ± 0.63%
Acc: 64.53 ± 2.75%","Cov: 29.69 ± 0.82%
Acc: 63.48 ± 2.00%","Cov: 43.08 ± 0.98%
Acc: 51.78 ± 1.44%","Cov: 55.53 ± 0.98%
Acc: 50.73 ± 1.16%","Cov: 65.68 ± 0.89%
Acc: 48.19 ± 0.93%","Cov: 73.95 ± 0.72%
Acc: 58.11 ± 0.89%","Cov: 82.79 ± 0.57%
Acc: 62.17 ± 0.73%","Cov: 91.26 ± 0.46%
Acc: 66.63 ± 0.72%","Cov: 96.84 ± 0.26%
Acc: 72.14 ± 0.74%","Cov: 99.60 ± 0.06%
Acc: 73.77 ± 0.72%","Cov: 99.98 ± 0.01%
Acc: 73.51 ± 0.74%"
Class_13,"Cov: 2.50 ± 0.15%
Acc: 66.42 ± 2.55%","Cov: 4.49 ± 0.22%
Acc: 62.86 ± 2.15%","Cov: 10.16 ± 0.42%
Acc: 72.82 ± 1.38%","Cov: 29.07 ± 0.64%
Acc: 85.16 ± 0.50%","Cov: 41.74 ± 0.59%
Acc: 84.13 ± 0.46%","Cov: 55.40 ± 0.53%
Acc: 82.01 ± 0.49%","Cov: 69.82 ± 0.47%
Acc: 82.42 ± 0.35%","Cov: 77.83 ± 0.37%
Acc: 80.65 ± 0.28%","Cov: 88.10 ± 0.20%
Acc: 81.05 ± 0.24%","Cov: 94.09 ± 0.14%
Acc: 76.98 ± 0.27%","Cov: 98.15 ± 0.08%
Acc: 74.43 ± 0.27%","Cov: 99.64 ± 0.04%
Acc: 73.53 ± 0.29%","Cov: 99.99 ± 0.00%
Acc: 73.52 ± 0.29%"
Class_14,"Cov: 4.20 ± 0.25%
Acc: 63.41 ± 2.80%","Cov: 11.19 ± 0.47%
Acc: 80.05 ± 1.01%","Cov: 17.28 ± 0.51%
Acc: 81.55 ± 0.84%","Cov: 32.08 ± 0.61%
Acc: 86.51 ± 0.59%","Cov: 44.17 ± 0.62%
Acc: 86.73 ± 0.43%","Cov: 58.02 ± 0.54%
Acc: 84.74 ± 0.41%","Cov: 68.41 ± 0.41%
Acc: 81.71 ± 0.43%","Cov: 76.11 ± 0.33%
Acc: 76.33 ± 0.46%","Cov: 85.45 ± 0.25%
Acc: 71.78 ± 0.51%","Cov: 94.21 ± 0.19%
Acc: 67.01 ± 0.55%","Cov: 98.75 ± 0.09%
Acc: 64.13 ± 0.52%","Cov: 99.92 ± 0.02%
Acc: 63.69 ± 0.54%","Cov: 100.00 ± 0.00%
Acc: 63.57 ± 0.54%"
Class_15,"Cov: 1.18 ± 0.08%
Acc: 25.72 ± 2.98%","Cov: 4.05 ± 0.21%
Acc: 63.28 ± 2.16%","Cov: 8.91 ± 0.34%
Acc: 77.98 ± 0.99%","Cov: 18.03 ± 0.53%
Acc: 83.20 ± 0.92%","Cov: 34.43 ± 0.71%
Acc: 87.17 ± 0.77%","Cov: 48.76 ± 0.75%
Acc: 86.72 ± 0.72%","Cov: 60.70 ± 0.64%
Acc: 86.20 ± 0.66%","Cov: 72.45 ± 0.45%
Acc: 85.24 ± 0.55%","Cov: 80.62 ± 0.36%
Acc: 82.86 ± 0.54%","Cov: 92.38 ± 0.17%
Acc: 80.88 ± 0.49%","Cov: 98.13 ± 0.07%
Acc: 79.32 ± 0.48%","Cov: 99.78 ± 0.03%
Acc: 78.62 ± 0.48%","Cov: 99.99 ± 0.01%
Acc: 78.86 ± 0.48%"
Class_16,"Cov: 10.97 ± 0.45%
Acc: 91.46 ± 0.86%","Cov: 13.85 ± 0.46%
Acc: 87.63 ± 0.88%","Cov: 22.40 ± 0.57%
Acc: 89.36 ± 0.52%","Cov: 28.38 ± 0.45%
Acc: 86.64 ± 0.85%","Cov: 40.61 ± 0.40%
Acc: 87.29 ± 0.72%","Cov: 48.58 ± 0.49%
Acc: 84.39 ± 0.66%","Cov: 60.78 ± 0.58%
Acc: 83.01 ± 0.57%","Cov: 72.39 ± 0.59%
Acc: 81.58 ± 0.53%","Cov: 84.73 ± 0.42%
Acc: 80.92 ± 0.50%","Cov: 93.41 ± 0.26%
Acc: 78.21 ± 0.48%","Cov: 98.86 ± 0.10%
Acc: 76.90 ± 0.47%","Cov: 99.92 ± 0.01%
Acc: 75.99 ± 0.48%","Cov: 99.98 ± 0.00%
Acc: 75.87 ± 0.48%"
Class_17,"Cov: 7.36 ± 0.31%
Acc: 86.72 ± 1.96%","Cov: 8.51 ± 0.32%
Acc: 75.12 ± 2.47%","Cov: 19.07 ± 0.43%
Acc: 85.63 ± 1.66%","Cov: 26.62 ± 0.55%
Acc: 83.53 ± 1.60%","Cov: 38.24 ± 0.63%
Acc: 83.63 ± 1.60%","Cov: 49.97 ± 0.56%
Acc: 80.79 ± 1.49%","Cov: 61.48 ± 0.50%
Acc: 80.10 ± 1.30%","Cov: 74.87 ± 0.50%
Acc: 80.11 ± 1.16%","Cov: 82.49 ± 0.47%
Acc: 77.61 ± 1.07%","Cov: 94.00 ± 0.32%
Acc: 78.48 ± 0.99%","Cov: 99.20 ± 0.06%
Acc: 78.14 ± 0.95%","Cov: 99.91 ± 0.02%
Acc: 77.96 ± 0.96%","Cov: 99.99 ± 0.00%
Acc: 78.02 ± 0.87%"
Class_18,"Cov: 7.77 ± 0.38%
Acc: 77.01 ± 1.63%","Cov: 9.74 ± 0.39%
Acc: 61.30 ± 1.95%","Cov: 12.84 ± 0.48%
Acc: 46.60 ± 1.94%","Cov: 26.51 ± 0.57%
Acc: 60.03 ± 1.18%","Cov: 42.18 ± 0.61%
Acc: 66.63 ± 0.77%","Cov: 62.06 ± 0.48%
Acc: 73.86 ± 0.63%","Cov: 70.14 ± 0.47%
Acc: 73.19 ± 0.61%","Cov: 78.01 ± 0.35%
Acc: 72.31 ± 0.56%","Cov: 85.40 ± 0.30%
Acc: 69.02 ± 0.57%","Cov: 93.96 ± 0.19%
Acc: 66.02 ± 0.58%","Cov: 98.84 ± 0.08%
Acc: 63.88 ± 0.54%","Cov: 99.89 ± 0.03%
Acc: 63.02 ± 0.54%","Cov: 100.00 ± 0.00%
Acc: 62.95 ± 0.53%"
Class_19,"Cov: 3.04 ± 0.20%
Acc: 47.55 ± 4.44%","Cov: 6.02 ± 0.29%
Acc: 60.20 ± 2.82%","Cov: 10.82 ± 0.34%
Acc: 72.52 ± 1.89%","Cov: 19.77 ± 0.45%
Acc: 76.71 ± 1.48%","Cov: 27.62 ± 0.51%
Acc: 75.33 ± 1.33%","Cov: 45.93 ± 0.55%
Acc: 77.99 ± 1.10%","Cov: 56.77 ± 0.75%
Acc: 75.71 ± 0.99%","Cov: 70.77 ± 0.68%
Acc: 75.86 ± 0.80%","Cov: 77.02 ± 0.66%
Acc: 70.61 ± 0.78%","Cov: 91.06 ± 0.46%
Acc: 66.99 ± 0.73%","Cov: 97.76 ± 0.21%
Acc: 63.14 ± 0.75%","Cov: 99.67 ± 0.08%
Acc: 61.59 ± 0.78%","Cov: 100.00 ± 0.00%
Acc: 61.25 ± 0.74%"
