,Percentile_1,Percentile_5,Percentile_10,Percentile_20,Percentile_30,Percentile_40,Percentile_50,Percentile_60,Percentile_70,Percentile_80,Percentile_90,Percentile_95,Percentile_99
Class_9,"Cov: 3.61 ± 0.10%
Acc: 67.07 ± 1.21%","Cov: 5.80 ± 0.15%
Acc: 71.36 ± 0.93%","Cov: 9.34 ± 0.17%
Acc: 83.49 ± 0.85%","Cov: 20.49 ± 0.19%
Acc: 88.89 ± 0.49%","Cov: 30.65 ± 0.25%
Acc: 90.18 ± 0.36%","Cov: 41.01 ± 0.26%
Acc: 89.57 ± 0.32%","Cov: 52.28 ± 0.24%
Acc: 88.23 ± 0.30%","Cov: 63.77 ± 0.29%
Acc: 86.96 ± 0.25%","Cov: 75.02 ± 0.26%
Acc: 83.59 ± 0.23%","Cov: 86.90 ± 0.19%
Acc: 77.39 ± 0.26%","Cov: 96.42 ± 0.10%
Acc: 71.03 ± 0.28%","Cov: 99.35 ± 0.05%
Acc: 69.37 ± 0.28%","Cov: 99.98 ± 0.01%
Acc: 69.04 ± 0.28%"
Class_10,"Cov: 3.17 ± 0.07%
Acc: 77.36 ± 1.04%","Cov: 5.39 ± 0.10%
Acc: 77.58 ± 0.70%","Cov: 10.23 ± 0.11%
Acc: 85.44 ± 0.39%","Cov: 17.63 ± 0.15%
Acc: 89.08 ± 0.28%","Cov: 31.24 ± 0.20%
Acc: 91.08 ± 0.27%","Cov: 40.63 ± 0.20%
Acc: 90.37 ± 0.25%","Cov: 51.32 ± 0.17%
Acc: 88.90 ± 0.23%","Cov: 61.95 ± 0.17%
Acc: 86.73 ± 0.21%","Cov: 74.78 ± 0.18%
Acc: 83.45 ± 0.19%","Cov: 88.79 ± 0.11%
Acc: 80.20 ± 0.19%","Cov: 97.91 ± 0.04%
Acc: 78.15 ± 0.17%","Cov: 99.82 ± 0.01%
Acc: 77.98 ± 0.18%","Cov: 100.00 ± 0.00%
Acc: 77.91 ± 0.17%"
Class_11,"Cov: 8.30 ± 0.11%
Acc: 86.31 ± 0.53%","Cov: 12.58 ± 0.12%
Acc: 84.05 ± 0.47%","Cov: 16.16 ± 0.15%
Acc: 82.88 ± 0.44%","Cov: 23.76 ± 0.18%
Acc: 82.54 ± 0.38%","Cov: 33.36 ± 0.21%
Acc: 83.11 ± 0.28%","Cov: 44.73 ± 0.20%
Acc: 83.12 ± 0.28%","Cov: 55.78 ± 0.22%
Acc: 82.75 ± 0.23%","Cov: 66.94 ± 0.22%
Acc: 81.73 ± 0.19%","Cov: 77.48 ± 0.19%
Acc: 77.91 ± 0.21%","Cov: 89.58 ± 0.15%
Acc: 75.45 ± 0.24%","Cov: 97.81 ± 0.08%
Acc: 72.76 ± 0.26%","Cov: 99.71 ± 0.03%
Acc: 71.96 ± 0.26%","Cov: 99.98 ± 0.00%
Acc: 72.05 ± 0.26%"
Class_12,"Cov: 8.31 ± 0.20%
Acc: 92.69 ± 0.88%","Cov: 10.74 ± 0.22%
Acc: 91.04 ± 0.88%","Cov: 14.75 ± 0.31%
Acc: 83.65 ± 1.26%","Cov: 23.30 ± 0.28%
Acc: 80.84 ± 0.88%","Cov: 35.20 ± 0.43%
Acc: 78.46 ± 0.74%","Cov: 48.28 ± 0.41%
Acc: 78.95 ± 0.64%","Cov: 61.75 ± 0.35%
Acc: 76.44 ± 0.52%","Cov: 72.98 ± 0.30%
Acc: 76.32 ± 0.50%","Cov: 81.91 ± 0.32%
Acc: 78.77 ± 0.51%","Cov: 91.20 ± 0.24%
Acc: 80.36 ± 0.43%","Cov: 97.10 ± 0.15%
Acc: 80.63 ± 0.46%","Cov: 99.35 ± 0.08%
Acc: 79.93 ± 0.47%","Cov: 99.98 ± 0.01%
Acc: 79.76 ± 0.47%"
Class_13,"Cov: 6.36 ± 0.12%
Acc: 84.64 ± 0.65%","Cov: 10.79 ± 0.15%
Acc: 78.52 ± 0.65%","Cov: 14.66 ± 0.17%
Acc: 78.18 ± 0.50%","Cov: 25.40 ± 0.22%
Acc: 82.49 ± 0.35%","Cov: 34.15 ± 0.23%
Acc: 83.59 ± 0.31%","Cov: 45.74 ± 0.22%
Acc: 85.28 ± 0.25%","Cov: 56.97 ± 0.22%
Acc: 85.10 ± 0.24%","Cov: 68.41 ± 0.20%
Acc: 84.60 ± 0.20%","Cov: 81.31 ± 0.17%
Acc: 83.11 ± 0.20%","Cov: 91.14 ± 0.13%
Acc: 80.24 ± 0.20%","Cov: 97.84 ± 0.08%
Acc: 76.84 ± 0.20%","Cov: 99.56 ± 0.04%
Acc: 75.83 ± 0.20%","Cov: 99.97 ± 0.01%
Acc: 75.46 ± 0.22%"
Class_14,"Cov: 6.47 ± 0.10%
Acc: 72.63 ± 0.96%","Cov: 10.67 ± 0.15%
Acc: 68.95 ± 0.75%","Cov: 13.34 ± 0.18%
Acc: 66.79 ± 0.63%","Cov: 22.17 ± 0.20%
Acc: 76.78 ± 0.54%","Cov: 31.77 ± 0.25%
Acc: 80.52 ± 0.45%","Cov: 42.39 ± 0.28%
Acc: 82.95 ± 0.34%","Cov: 51.93 ± 0.28%
Acc: 83.17 ± 0.32%","Cov: 62.22 ± 0.24%
Acc: 82.77 ± 0.26%","Cov: 75.86 ± 0.27%
Acc: 80.31 ± 0.28%","Cov: 88.33 ± 0.16%
Acc: 76.07 ± 0.26%","Cov: 97.27 ± 0.09%
Acc: 72.46 ± 0.28%","Cov: 99.66 ± 0.04%
Acc: 71.35 ± 0.27%","Cov: 100.00 ± 0.00%
Acc: 71.21 ± 0.28%"
Class_15,"Cov: 2.09 ± 0.07%
Acc: 62.92 ± 2.06%","Cov: 4.64 ± 0.10%
Acc: 66.03 ± 1.34%","Cov: 12.13 ± 0.18%
Acc: 82.38 ± 0.68%","Cov: 22.46 ± 0.24%
Acc: 86.78 ± 0.37%","Cov: 31.73 ± 0.26%
Acc: 89.34 ± 0.32%","Cov: 42.97 ± 0.30%
Acc: 90.51 ± 0.26%","Cov: 54.25 ± 0.30%
Acc: 90.54 ± 0.26%","Cov: 64.59 ± 0.27%
Acc: 89.52 ± 0.24%","Cov: 75.45 ± 0.22%
Acc: 87.84 ± 0.23%","Cov: 87.51 ± 0.19%
Acc: 85.29 ± 0.27%","Cov: 97.07 ± 0.08%
Acc: 82.78 ± 0.25%","Cov: 99.31 ± 0.04%
Acc: 82.03 ± 0.26%","Cov: 99.96 ± 0.01%
Acc: 81.63 ± 0.26%"
Class_16,"Cov: 14.43 ± 0.14%
Acc: 93.60 ± 0.33%","Cov: 22.32 ± 0.18%
Acc: 93.17 ± 0.29%","Cov: 22.93 ± 0.18%
Acc: 90.62 ± 0.29%","Cov: 28.35 ± 0.18%
Acc: 87.73 ± 0.33%","Cov: 38.95 ± 0.28%
Acc: 85.73 ± 0.79%","Cov: 46.44 ± 0.46%
Acc: 84.99 ± 0.97%","Cov: 56.12 ± 0.27%
Acc: 87.52 ± 0.47%","Cov: 66.07 ± 0.21%
Acc: 87.71 ± 0.39%","Cov: 76.99 ± 0.18%
Acc: 86.01 ± 0.36%","Cov: 89.62 ± 0.16%
Acc: 84.47 ± 0.32%","Cov: 97.77 ± 0.07%
Acc: 82.67 ± 0.30%","Cov: 99.56 ± 0.04%
Acc: 81.88 ± 0.29%","Cov: 99.97 ± 0.01%
Acc: 81.56 ± 0.28%"
Class_17,"Cov: 8.85 ± 0.15%
Acc: 93.00 ± 0.50%","Cov: 16.52 ± 0.20%
Acc: 91.66 ± 0.49%","Cov: 17.41 ± 0.20%
Acc: 85.67 ± 1.07%","Cov: 24.52 ± 0.26%
Acc: 85.34 ± 0.84%","Cov: 37.27 ± 0.25%
Acc: 85.53 ± 0.70%","Cov: 46.48 ± 0.30%
Acc: 84.14 ± 0.77%","Cov: 58.54 ± 0.32%
Acc: 85.72 ± 0.56%","Cov: 69.05 ± 0.27%
Acc: 84.91 ± 0.54%","Cov: 80.06 ± 0.29%
Acc: 82.18 ± 0.45%","Cov: 90.94 ± 0.17%
Acc: 81.46 ± 0.42%","Cov: 98.09 ± 0.08%
Acc: 82.17 ± 0.42%","Cov: 99.67 ± 0.03%
Acc: 82.36 ± 0.39%","Cov: 99.97 ± 0.01%
Acc: 82.57 ± 0.34%"
Class_18,"Cov: 9.97 ± 0.41%
Acc: 83.61 ± 1.34%","Cov: 17.53 ± 0.46%
Acc: 78.59 ± 1.01%","Cov: 19.77 ± 0.48%
Acc: 69.69 ± 1.19%","Cov: 28.89 ± 0.62%
Acc: 68.11 ± 0.94%","Cov: 38.74 ± 0.53%
Acc: 71.19 ± 0.76%","Cov: 51.40 ± 0.53%
Acc: 72.35 ± 0.69%","Cov: 61.87 ± 0.50%
Acc: 73.81 ± 0.62%","Cov: 69.22 ± 0.47%
Acc: 75.53 ± 0.51%","Cov: 79.79 ± 0.47%
Acc: 74.99 ± 0.57%","Cov: 90.61 ± 0.35%
Acc: 73.32 ± 0.55%","Cov: 98.15 ± 0.17%
Acc: 70.69 ± 0.53%","Cov: 99.83 ± 0.05%
Acc: 69.62 ± 0.50%","Cov: 100.00 ± 0.00%
Acc: 69.60 ± 0.54%"
Class_19,"Cov: 8.00 ± 1.92%
Acc: 59.00 ± 13.37%","Cov: 13.08 ± 2.58%
Acc: 73.83 ± 10.87%","Cov: 16.46 ± 2.96%
Acc: 69.53 ± 10.22%","Cov: 25.85 ± 3.18%
Acc: 79.00 ± 7.80%","Cov: 35.08 ± 3.34%
Acc: 82.31 ± 5.82%","Cov: 45.38 ± 3.43%
Acc: 83.16 ± 5.49%","Cov: 58.77 ± 3.99%
Acc: 82.79 ± 3.73%","Cov: 67.85 ± 3.50%
Acc: 82.69 ± 3.27%","Cov: 76.46 ± 2.88%
Acc: 80.55 ± 3.33%","Cov: 89.08 ± 2.17%
Acc: 74.11 ± 3.88%","Cov: 97.69 ± 1.10%
Acc: 71.49 ± 3.74%","Cov: 99.54 ± 0.52%
Acc: 70.28 ± 3.64%","Cov: 100.00 ± 0.00%
Acc: 69.69 ± 3.54%"
