,Percentile_1,Percentile_5,Percentile_10,Percentile_20,Percentile_30,Percentile_40,Percentile_50,Percentile_60,Percentile_70,Percentile_80,Percentile_90,Percentile_95,Percentile_99
Class_9,"Cov: 0.00 ± 0.00%
Acc: 0.00 ± 0.00%","Cov: 6.04 ± 0.15%
Acc: 90.54 ± 1.11%","Cov: 9.33 ± 0.17%
Acc: 89.72 ± 0.89%","Cov: 20.29 ± 0.21%
Acc: 90.11 ± 0.52%","Cov: 30.47 ± 0.24%
Acc: 85.91 ± 0.35%","Cov: 42.45 ± 0.25%
Acc: 82.48 ± 0.32%","Cov: 53.08 ± 0.23%
Acc: 76.39 ± 0.40%","Cov: 63.81 ± 0.21%
Acc: 73.29 ± 0.38%","Cov: 74.70 ± 0.22%
Acc: 71.63 ± 0.36%","Cov: 83.17 ± 0.18%
Acc: 69.52 ± 0.34%","Cov: 92.21 ± 0.13%
Acc: 67.76 ± 0.33%","Cov: 96.77 ± 0.08%
Acc: 67.38 ± 0.30%","Cov: 99.48 ± 0.04%
Acc: 66.46 ± 0.29%"
Class_10,"Cov: 0.00 ± 0.00%
Acc: 0.00 ± 0.00%","Cov: 5.21 ± 0.11%
Acc: 80.62 ± 0.76%","Cov: 10.19 ± 0.12%
Acc: 85.39 ± 0.51%","Cov: 18.87 ± 0.16%
Acc: 88.63 ± 0.32%","Cov: 29.73 ± 0.21%
Acc: 87.49 ± 0.27%","Cov: 40.49 ± 0.18%
Acc: 83.51 ± 0.28%","Cov: 52.18 ± 0.18%
Acc: 81.85 ± 0.24%","Cov: 62.61 ± 0.18%
Acc: 79.95 ± 0.25%","Cov: 73.14 ± 0.15%
Acc: 78.06 ± 0.21%","Cov: 81.76 ± 0.13%
Acc: 76.67 ± 0.21%","Cov: 90.60 ± 0.10%
Acc: 75.71 ± 0.19%","Cov: 95.19 ± 0.07%
Acc: 75.28 ± 0.20%","Cov: 99.03 ± 0.04%
Acc: 75.14 ± 0.19%"
Class_11,"Cov: 0.00 ± 0.00%
Acc: 0.00 ± 0.00%","Cov: 12.97 ± 0.14%
Acc: 78.51 ± 0.46%","Cov: 14.14 ± 0.15%
Acc: 72.20 ± 0.55%","Cov: 23.28 ± 0.18%
Acc: 75.76 ± 0.40%","Cov: 36.26 ± 0.22%
Acc: 75.85 ± 0.37%","Cov: 48.19 ± 0.21%
Acc: 73.01 ± 0.33%","Cov: 59.12 ± 0.22%
Acc: 71.92 ± 0.32%","Cov: 69.09 ± 0.20%
Acc: 71.75 ± 0.28%","Cov: 78.01 ± 0.21%
Acc: 71.18 ± 0.28%","Cov: 86.51 ± 0.16%
Acc: 70.95 ± 0.25%","Cov: 93.09 ± 0.11%
Acc: 70.71 ± 0.27%","Cov: 96.66 ± 0.07%
Acc: 70.70 ± 0.26%","Cov: 99.15 ± 0.04%
Acc: 70.61 ± 0.25%"
Class_12,"Cov: 0.00 ± 0.00%
Acc: 0.00 ± 0.00%","Cov: 10.87 ± 0.29%
Acc: 70.98 ± 1.44%","Cov: 13.31 ± 0.24%
Acc: 69.10 ± 1.69%","Cov: 24.15 ± 0.33%
Acc: 73.45 ± 1.23%","Cov: 36.66 ± 0.44%
Acc: 75.64 ± 0.85%","Cov: 47.54 ± 0.41%
Acc: 73.28 ± 0.65%","Cov: 56.44 ± 0.48%
Acc: 75.81 ± 0.55%","Cov: 66.20 ± 0.45%
Acc: 76.24 ± 0.50%","Cov: 75.87 ± 0.36%
Acc: 76.39 ± 0.45%","Cov: 84.97 ± 0.29%
Acc: 77.66 ± 0.39%","Cov: 92.78 ± 0.21%
Acc: 77.92 ± 0.37%","Cov: 96.15 ± 0.14%
Acc: 77.96 ± 0.40%","Cov: 99.21 ± 0.07%
Acc: 78.33 ± 0.39%"
Class_13,"Cov: 0.00 ± 0.00%
Acc: 0.00 ± 0.00%","Cov: 11.12 ± 0.15%
Acc: 75.94 ± 0.44%","Cov: 13.87 ± 0.16%
Acc: 74.98 ± 0.58%","Cov: 25.68 ± 0.21%
Acc: 80.72 ± 0.43%","Cov: 34.32 ± 0.20%
Acc: 79.23 ± 0.41%","Cov: 45.02 ± 0.21%
Acc: 78.47 ± 0.30%","Cov: 56.92 ± 0.18%
Acc: 77.99 ± 0.24%","Cov: 68.59 ± 0.19%
Acc: 77.61 ± 0.25%","Cov: 79.41 ± 0.22%
Acc: 76.61 ± 0.23%","Cov: 87.96 ± 0.14%
Acc: 76.05 ± 0.23%","Cov: 94.57 ± 0.10%
Acc: 75.11 ± 0.22%","Cov: 97.67 ± 0.07%
Acc: 75.02 ± 0.23%","Cov: 99.61 ± 0.02%
Acc: 75.00 ± 0.23%"
Class_14,"Cov: 0.00 ± 0.00%
Acc: 0.00 ± 0.00%","Cov: 12.06 ± 0.16%
Acc: 68.55 ± 0.70%","Cov: 13.31 ± 0.17%
Acc: 64.54 ± 0.86%","Cov: 21.97 ± 0.18%
Acc: 73.09 ± 0.62%","Cov: 32.23 ± 0.25%
Acc: 74.83 ± 0.46%","Cov: 41.30 ± 0.28%
Acc: 74.23 ± 0.43%","Cov: 51.58 ± 0.26%
Acc: 74.52 ± 0.35%","Cov: 61.57 ± 0.26%
Acc: 74.43 ± 0.35%","Cov: 72.33 ± 0.22%
Acc: 74.34 ± 0.34%","Cov: 82.48 ± 0.19%
Acc: 73.56 ± 0.29%","Cov: 91.67 ± 0.16%
Acc: 72.44 ± 0.27%","Cov: 96.02 ± 0.11%
Acc: 71.38 ± 0.28%","Cov: 99.32 ± 0.04%
Acc: 70.43 ± 0.27%"
Class_15,"Cov: 0.00 ± 0.00%
Acc: 0.00 ± 0.00%","Cov: 5.64 ± 0.10%
Acc: 63.71 ± 1.18%","Cov: 11.93 ± 0.17%
Acc: 79.67 ± 0.72%","Cov: 23.11 ± 0.24%
Acc: 86.14 ± 0.38%","Cov: 32.88 ± 0.25%
Acc: 85.53 ± 0.39%","Cov: 44.25 ± 0.27%
Acc: 83.99 ± 0.38%","Cov: 55.10 ± 0.22%
Acc: 81.93 ± 0.35%","Cov: 65.61 ± 0.24%
Acc: 80.73 ± 0.30%","Cov: 73.68 ± 0.23%
Acc: 79.20 ± 0.30%","Cov: 82.59 ± 0.22%
Acc: 78.68 ± 0.29%","Cov: 92.78 ± 0.15%
Acc: 79.01 ± 0.26%","Cov: 96.45 ± 0.10%
Acc: 78.74 ± 0.26%","Cov: 99.51 ± 0.04%
Acc: 79.18 ± 0.25%"
Class_16,"Cov: 0.00 ± 0.00%
Acc: 0.00 ± 0.00%","Cov: 25.05 ± 0.16%
Acc: 91.72 ± 0.25%","Cov: 25.75 ± 0.17%
Acc: 89.29 ± 0.27%","Cov: 29.62 ± 0.19%
Acc: 77.67 ± 0.59%","Cov: 38.23 ± 0.24%
Acc: 80.83 ± 0.64%","Cov: 49.48 ± 0.32%
Acc: 77.59 ± 0.65%","Cov: 62.08 ± 0.30%
Acc: 77.54 ± 0.47%","Cov: 72.19 ± 0.21%
Acc: 79.37 ± 0.33%","Cov: 80.09 ± 0.17%
Acc: 80.59 ± 0.35%","Cov: 86.27 ± 0.14%
Acc: 81.28 ± 0.26%","Cov: 92.75 ± 0.12%
Acc: 80.79 ± 0.26%","Cov: 96.28 ± 0.10%
Acc: 80.82 ± 0.26%","Cov: 99.16 ± 0.04%
Acc: 80.28 ± 0.31%"
Class_17,"Cov: 0.00 ± 0.00%
Acc: 0.00 ± 0.00%","Cov: 14.19 ± 0.14%
Acc: 74.30 ± 1.14%","Cov: 15.53 ± 0.28%
Acc: 69.31 ± 1.58%","Cov: 27.28 ± 0.26%
Acc: 72.60 ± 0.88%","Cov: 38.43 ± 0.27%
Acc: 76.90 ± 0.87%","Cov: 50.86 ± 0.27%
Acc: 77.94 ± 0.71%","Cov: 61.76 ± 0.28%
Acc: 76.46 ± 0.51%","Cov: 71.69 ± 0.24%
Acc: 77.15 ± 0.47%","Cov: 81.06 ± 0.22%
Acc: 78.31 ± 0.34%","Cov: 88.53 ± 0.21%
Acc: 79.49 ± 0.42%","Cov: 94.30 ± 0.13%
Acc: 80.64 ± 0.41%","Cov: 97.15 ± 0.09%
Acc: 81.08 ± 0.44%","Cov: 99.42 ± 0.04%
Acc: 81.88 ± 0.35%"
Class_18,"Cov: 0.00 ± 0.00%
Acc: 0.00 ± 0.00%","Cov: 18.87 ± 0.51%
Acc: 63.04 ± 1.09%","Cov: 20.88 ± 0.55%
Acc: 57.22 ± 0.98%","Cov: 28.51 ± 0.63%
Acc: 60.41 ± 1.08%","Cov: 41.43 ± 0.60%
Acc: 61.65 ± 0.67%","Cov: 54.45 ± 0.56%
Acc: 64.52 ± 0.64%","Cov: 64.31 ± 0.48%
Acc: 65.80 ± 0.56%","Cov: 73.19 ± 0.44%
Acc: 66.85 ± 0.60%","Cov: 81.24 ± 0.40%
Acc: 67.72 ± 0.58%","Cov: 87.59 ± 0.34%
Acc: 68.17 ± 0.61%","Cov: 93.88 ± 0.26%
Acc: 68.63 ± 0.56%","Cov: 96.85 ± 0.22%
Acc: 68.49 ± 0.55%","Cov: 99.59 ± 0.08%
Acc: 68.58 ± 0.54%"
Class_19,"Cov: 0.00 ± 0.00%
Acc: 0.00 ± 0.00%","Cov: 14.31 ± 3.00%
Acc: 63.70 ± 12.31%","Cov: 16.92 ± 3.22%
Acc: 53.37 ± 11.05%","Cov: 25.85 ± 3.24%
Acc: 71.91 ± 7.94%","Cov: 38.15 ± 3.59%
Acc: 69.27 ± 5.53%","Cov: 53.69 ± 3.94%
Acc: 67.10 ± 4.43%","Cov: 68.00 ± 3.98%
Acc: 66.24 ± 4.38%","Cov: 81.08 ± 3.16%
Acc: 68.07 ± 4.76%","Cov: 87.85 ± 2.54%
Acc: 67.18 ± 4.49%","Cov: 94.62 ± 1.48%
Acc: 67.37 ± 4.13%","Cov: 97.85 ± 1.09%
Acc: 69.98 ± 3.70%","Cov: 99.23 ± 0.66%
Acc: 69.31 ± 3.97%","Cov: 100.00 ± 0.00%
Acc: 70.00 ± 3.86%"
